FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED,FGG,Not Applic
FIRST GRAPHENE LIMITED,FGR,Materials
FUTURE GENERATION INVESTMENT COMPANY LIMITED,FGX,Not Applic
FREEHILL MINING LIMITED.,FHS,Materials
FIDUCIAN GROUP LIMITED,FID,Diversified Financials
FIJI KAVA LIMITED,FIJ,Household & Personal Products
FIN RESOURCES LIMITED,FIN,Materials
FLUENCE CORPORATION LIMITED,FLC,Capital Goods
FREELANCER LIMITED,FLN,Commercial & Professional Services
FLIGHT CENTRE TRAVEL GROUP LIMITED,FLT,Consumer Services
FORTESCUE METALS GROUP LTD,FMG,Materials
FOCUS MINERALS LTD,FML,Materials
FLINDERS MINES LIMITED,FMS,Materials
FRONTIER RESOURCES LIMITED,FNT,Materials
FAT PROPHETS GLOBAL CONTRARIAN FUND LTD,FPC,Not Applic
FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,FPH,Health Care Equipment & Services
FAT PROPHETS GLOBAL PROPERTY FUND,FPP,Not Applic
FINBAR GROUP LIMITED,FRI,Real Estate
FARM PRIDE FOODS LIMITED,FRM,Food Beverage & Tobacco
FLEXIROAM LIMITED,FRX,Telecommunication Services
FONTERRA SHAREHOLDERS' FUND,FSF,Food Beverage & Tobacco
FIELD SOLUTIONS HOLDINGS LIMITED,FSG,Telecommunication Services
FINTECH CHAIN LIMITED,FTC,Software & Services
FERTOZ LIMITED,FTZ,Materials
FUNTASTIC LIMITED,FUN,Retailing
FLEETWOOD CORPORATION LIMITED,FWD,Consumer Durables & Apparel
FLEXIGROUP LIMITED,FXL,Diversified Financials
FYI RESOURCES LIMITED,FYI,Materials
FAMILY ZONE CYBER SAFETY LIMITED,FZO,Software & Services
GALENA MINING LIMITED,G1A,Materials
GOLDEN MILE RESOURCES LTD,G88,Materials
GALILEO MINING LTD,GAL,Materials
GALE PACIFIC LIMITED,GAP,Consumer Durables & Apparel
STATE GAS LIMITED,GAS,Energy
GLOBE METALS & MINING LIMITED,GBE,Materials
GREAT BOULDER RESOURCES LIMITED,GBR,Materials
GBM RESOURCES LIMITED,GBZ,Materials
GLENNON SMALL COMPANIES LIMITED,GC1,Not Applic
GRYPHON CAPITAL INCOME TRUST,GCI,Not Applic
GASCOYNE RESOURCES LIMITED,GCY,Materials
GARDA PROPERTY GROUP,GDF,Real Estate
GENERATION DEVELOPMENT GROUP LIMITED,GDG,Insurance
GDI PROPERTY GROUP,GDI,Real Estate
G8 EDUCATION LIMITED,GEM,Consumer Services
GLOBAL ENERGY VENTURES LIMITED,GEV,Energy
GREENLAND MINERALS LIMITED,GGG,Materials
GIBB RIVER DIAMONDS LIMITED,GIB,Materials
GALAN LITHIUM LIMITED,GLN,Materials
GLOBAL OIL & GAS LIMITED,GLV,Energy
GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED,GMA,Banks
GENESIS MINERALS LIMITED,GMD,Materials
GOODMAN GROUP,GMG,Real Estate
GOLD MOUNTAIN LIMITED,GMN,Materials
GOLDEN RIM RESOURCES LTD,GMR,Materials
GRAINCORP LIMITED,GNC,Food & Staples Retailing
GENESIS ENERGY LIMITED,GNE,Utilities
GR ENGINEERING SERVICES LIMITED,GNG,Materials
GREAT NORTHERN MINERALS LIMITED,GNM,Materials
GENEX POWER LIMITED,GNX,Utilities
THE GO2 PEOPLE LTD,GO2,Commercial & Professional Services
GOLD ROAD RESOURCES LIMITED,GOR,Materials
GOWING BROS LIMITED,GOW,Diversified Financials
GROWTHPOINT PROPERTIES AUSTRALIA,GOZ,Real Estate
GEOPACIFIC RESOURCES LTD,GPR,Materials
GPT GROUP,GPT,Real Estate
GAGE ROADS BREWING CO LIMITED,GRB,Food Beverage & Tobacco
GODOLPHIN RESOURCES LIMITED,GRL,Materials
GOLDEN STATE MINING LIMITED,GSM,Materials
GREAT SOUTHERN MINING LIMITED,GSN,Materials
GENETIC SIGNATURES LIMITED,GSS,Pharmaceuticals Biotechnology & Life Sciences
GETSWIFT LIMITED,GSW,Software & Services
GREAT WESTERN EXPLORATION LIMITED.,GTE,Materials
GENTRACK GROUP LIMITED,GTK,Software & Services
GTN LIMITED,GTN,Media & Entertainment
GTI RESOURCES LIMITED,GTR,Materials
G.U.D. HOLDINGS LIMITED,GUD,Automobiles & Components
GULLEWA LIMITED,GUL,Materials
GLOBAL VALUE FUND LIMITED,GVF,Not Applic
GWA GROUP LIMITED.,GWA,Capital Goods
GWR GROUP LIMITED,GWR,Materials
GALAXY RESOURCES LIMITED,GXY,Materials
HASTINGS TECHNOLOGY METALS LTD,HAS,Materials
HAWTHORN RESOURCES LIMITED,HAW,Materials
HYDROCARBON DYNAMICS LIMITED,HCD,Energy
HOT CHILI LIMITED,HCH,Materials
HELIOS ENERGY LTD,HE8,Energy
HIGHFIELD RESOURCES LIMITED,HFR,Materials
HILLS LIMITED,HIL,Technology Hardware & Equipment
HELLOWORLD TRAVEL LIMITED,HLO,Consumer Services
HEALIUS LIMITED,HLS,Health Care Equipment & Services
HELIX RESOURCES LIMITED,HLX,Materials
HEARTS AND MINDS INVESTMENTS LIMITED,HM1,Not Applic
HOME CONSORTIUM,HMC,Real Estate
HERAMED LIMITED,HMD,Health Care Equipment & Services
HAMMER METALS LIMITED,HMX,Materials
HANNANS LTD,HNR,Materials
HOTEL PROPERTY INVESTMENTS,HPI,Real Estate
HRL HOLDINGS LTD,HRL,Commercial & Professional Services
HORIZON GOLD LIMITED,HRN,Materials
HERON RESOURCES LIMITED,HRR,Materials
HORIZON MINERALS LIMITED,HRZ,Materials
HSC TECHNOLOGY GROUP LTD,HSC,Software & Services
HANSEN TECHNOLOGIES LIMITED,HSN,Software & Services
HT&E LIMITED,HT1,Media & Entertainment
HARRIS TECHNOLOGY GROUP LIMITED,HT8,Retailing
HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED,HTA,Telecommunication Services
HARVEST TECHNOLOGY GROUP LTD,HTG,Technology Hardware & Equipment
HUB24 LIMITED,HUB,Diversified Financials
HUON AQUACULTURE GROUP LIMITED,HUO,Food Beverage & Tobacco
HARVEY NORMAN HOLDINGS LIMITED,HVN,Retailing
HOUSTON WE HAVE LIMITED,HWH,Software & Services
HAWKSTONE MINING LIMITED,HWK,Materials
HYDRIX LIMITED,HYD,Technology Hardware & Equipment
HORIZON OIL LIMITED,HZN,Energy
HAZER GROUP LIMITED,HZR,Materials
INSURANCE AUSTRALIA GROUP LIMITED,IAG,Insurance
INVESTEC AUSTRALIA PROPERTY FUND,IAP,Real Estate
IRONBARK CAPITAL LIMITED,IBC,Not Applic
IRONBARK ZINC LTD,IBG,Materials
IMAGION BIOSYSTEMS LIMITED,IBX,Health Care Equipment & Services
ICETANA LIMITED,ICE,Software & Services
INCA MINERALS LIMITED,ICG,Materials
ICANDY INTERACTIVE LIMITED,ICI,Media & Entertainment
ICON ENERGY LIMITED,ICN,Energy
ICAR ASIA LIMITED,ICQ,Media & Entertainment
INTELICARE HOLDINGS LIMITED,ICR,Health Care Equipment & Services
ICSGLOBAL LIMITED,ICS,Health Care Equipment & Services
IDENTITII LIMITED,ID8,Software & Services
INTEGRAL DIAGNOSTICS LIMITED,IDX,Health Care Equipment & Services
IDP EDUCATION LIMITED,IEL,Consumer Services
IOOF HOLDINGS LIMITED,IFL,Diversified Financials
INFOMEDIA LTD,IFM,Software & Services
INFIGEN ENERGY,IFN,Utilities
INFRATIL LIMITED.,IFT,Utilities
IVE GROUP LIMITED,IGL,Media & Entertainment
IGNITE LIMITED,IGN,Commercial & Professional Services
IGO LIMITED,IGO,Materials
INCANNEX HEALTHCARE LIMITED,IHL,Pharmaceuticals Biotechnology & Life Sciences
INTELLIHR LIMITED,IHR,Software & Services
IKEGPS GROUP LIMITED,IKE,Technology Hardware & Equipment
ILUKA RESOURCES LIMITED,ILU,Materials
IMAGE RESOURCES NL,IMA,Materials
IMMURON LIMITED,IMC,Pharmaceuticals Biotechnology & Life Sciences
IMDEX LIMITED,IMD,Materials
IMEXHS LIMITED,IME,Health Care Equipment & Services
IMMUTEP LIMITED,IMM,Pharmaceuticals Biotechnology & Life Sciences
IMRICOR MEDICAL SYSTEMS INC.,IMR,Health Care Equipment & Services
IMPELUS LIMITED,IMS,Media & Entertainment
IMUGENE LIMITED,IMU,Pharmaceuticals Biotechnology & Life Sciences
INGENIA COMMUNITIES GROUP,INA,Real Estate
INFINITY LITHIUM CORPORATION LIMITED,INF,Materials
INGHAMS GROUP LIMITED,ING,Food Beverage & Tobacco
INCENTIAPAY LIMITED,INP,Retailing
IONEER LTD,INR,Materials
INTEGRATED PAYMENT TECHNOLOGIES LIMITED,IP1,Software & Services
IPB PETROLEUM LIMITED,IPB,Energy
IMPEDIMED LIMITED,IPD,Health Care Equipment & Services
IPH LIMITED,IPH,Commercial & Professional Services
INCITEC PIVOT LIMITED,IPL,Materials
IMPACT MINERALS LIMITED,IPT,Materials
IRON ROAD LIMITED,IRD,Materials
IRESS LIMITED,IRE,Software & Services
INTEGRATED RESEARCH LIMITED,IRI,Software & Services
ISELECT LIMITED.,ISU,Consumer Services
INVOCARE LIMITED,IVC,Consumer Services
INVESTIGATOR RESOURCES LTD,IVR,Materials
INVENTIS LIMITED,IVT,Commercial & Professional Services
INVICTUS ENERGY LTD,IVZ,Energy
INVEX THERAPEUTICS LTD,IXC,Pharmaceuticals Biotechnology & Life Sciences
IONIC RARE EARTHS LIMITED,IXR,Materials
JANISON EDUCATION GROUP LIMITED,JAN,Software & Services
JATCORP LIMITED,JAT,Retailing
JB HI-FI LIMITED,JBH,Retailing
JCURVE SOLUTIONS LTD,JCS,Software & Services
JADAR RESOURCES LIMITED,JDR,Materials
JAPARA HEALTHCARE LIMITED,JHC,Health Care Equipment & Services
JANUS HENDERSON GROUP PLC,JHG,Diversified Financials
JAYEX HEALTHCARE LIMITED,JHL,Health Care Equipment & Services
JAMES HARDIE INDUSTRIES PLC,JHX,Materials
JUMBO INTERACTIVE LIMITED,JIN,Consumer Services
JOHNS LYNG GROUP LIMITED,JLG,Capital Goods
JUPITER ENERGY LIMITED,JPR,Energy
JINDALEE RESOURCES LIMITED,JRL,Materials
JERVOIS MINING LIMITED,JRV,Materials
JAXSTA LTD,JXT,Software & Services
JOYCE CORPORATION LTD,JYC,Retailing
K2FLY LIMITED,K2F,Software & Services
KAIROS MINERALS LIMITED,KAI,Materials
K2 ASSET MANAGEMENT HOLDINGS LTD,KAM,Diversified Financials
KAROON ENERGY LTD,KAR,Energy
KINGSGATE CONSOLIDATED LIMITED.,KCN,Materials
KOGI IRON LIMITED,KFE,Materials
KGL RESOURCES LIMITED,KGL,Materials
KOGAN.COM LTD,KGN,Retailing
KIN MINING NL,KIN,Materials
KING ISLAND SCHEELITE LIMITED,KIS,Materials
KINETIKO ENERGY LTD,KKO,Energy
KIRKLAND LAKE GOLD LTD,KLA,Materials
KALIUM LAKES LIMITED,KLL,Materials
KATHMANDU HOLDINGS LIMITED,KMD,Retailing
KIP MCGRATH EDUCATION CENTRES LIMITED,KME,Consumer Services
KNEOMEDIA LIMITED,KNM,Media & Entertainment
KNOSYS LIMITED,KNO,Software & Services
KORAB RESOURCES LIMITED,KOR,Materials
KORVEST LTD,KOV,Capital Goods
KORE POTASH PLC,KP2,Materials
KINA PETROLEUM CORPORATION,KPE,Energy
KELLY PARTNERS GROUP HOLDINGS LIMITED,KPG,Commercial & Professional Services
KALINA POWER LIMITED,KPO,Utilities
KANGAROO ISLAND PLANTATION TIMBERS LTD,KPT,Materials
KING RIVER RESOURCES LIMITED,KRR,Materials
KINA SECURITIES LIMITED,KSL,Banks
KINGSTON RESOURCES LIMITED,KSN,Materials
KLEOS SPACE S.A,KSS,Commercial & Professional Services
KRAKATOA RESOURCES LIMITED,KTA,Materials
KEYTONE DAIRY CORPORATION LIMITED,KTD,Food Beverage & Tobacco
K-TIG LIMITED,KTG,Capital Goods
KYCKR LIMITED,KYK,Software & Services
KAZIA THERAPEUTICS LIMITED,KZA,Pharmaceuticals Biotechnology & Life Sciences
KALAMAZOO RESOURCES LIMITED,KZR,Materials
LASERBOND LIMITED,LBL,Capital Goods
LBT INNOVATIONS LIMITED,LBT,Health Care Equipment & Services
LAYBUY GROUP HOLDINGS LIMITED,LBY,Software & Services
LATITUDE CONSOLIDATED LIMITED,LCD,Materials
LOS CERROS LIMITED,LCL,Materials
LEGACY IRON ORE LIMITED,LCY,Materials
LEGEND MINING LIMITED,LEG,Materials
ALE PROPERTY GROUP,LEP,Real Estate
LEFROY EXPLORATION LIMITED,LEX,Materials
LITTLE GREEN PHARMA LTD,LGP,Pharmaceuticals Biotechnology & Life Sciences
LIFESTYLE COMMUNITIES LIMITED,LIC,Real Estate
LINDIAN RESOURCES LIMITED,LIN,Materials
LITHIUM AUSTRALIA NL,LIT,Materials
LAKE RESOURCES N.L.,LKE,Materials
LENDLEASE GROUP,LLC,Real Estate
LION ONE METALS LIMITED,LLO,Materials
LIMEADE INC.,LME,Software & Services
LINK ADMINISTRATION HOLDINGS LIMITED,LNK,Software & Services
LINIUS TECHNOLOGIES LIMITED,LNU,Software & Services
LOTUS RESOURCES LIMITED,LOT,Materials
LOVISA HOLDINGS LIMITED,LOV,Retailing
LOCALITY PLANNING ENERGY HOLDINGS LIMITED,LPE,Utilities
LITHIUM POWER INTERNATIONAL LIMITED,LPI,Materials
LARK DISTILLING CO. LTD,LRK,Food Beverage & Tobacco
LATIN RESOURCES LIMITED,LRS,Materials
LACHLAN STAR LIMITED,LSA,Materials
L1 LONG SHORT FUND LIMITED,LSF,Not Applic
LIFESPOT HEALTH LTD,LSH,Health Care Equipment & Services
LION SELECTION GROUP LIMITED.,LSX,Not Applic
LIVEHIRE LIMITED,LVH,Software & Services
LIVETILES LIMITED,LVT,Software & Services
LYNAS CORPORATION LIMITED,LYC,Materials
LYCOPODIUM LIMITED,LYL,Capital Goods
MIRAMAR RESOURCES LIMITED,M2R,Class Pend
MACH7 TECHNOLOGIES LIMITED,M7T,Health Care Equipment & Services
M8 SUSTAINABLE LIMITED,M8S,Commercial & Professional Services
MONASH ABSOLUTE INVESTMENT COMPANY LIMITED,MA1,Not Applic
MACMAHON HOLDINGS LIMITED,MAH,Materials
MAINSTREAM GROUP HOLDINGS LIMITED,MAI,Diversified Financials
MANDRAKE RESOURCES LIMITED,MAN,Materials
MACQUARIE TELECOM GROUP LIMITED,MAQ,Telecommunication Services
MALACHITE RESOURCES LIMITED,MAR,Materials
MATSA RESOURCES LIMITED,MAT,Materials
MAGNETIC RESOURCES NL,MAU,Materials
MELBANA ENERGY LIMITED,MAY,Energy
METAL BANK LIMITED,MBK,Materials
MURRAY COD AUSTRALIA LIMITED,MCA,Food Beverage & Tobacco
MCPHERSON'S LIMITED,MCP,Household & Personal Products
MINCOR RESOURCES NL,MCR,Materials
METALICITY LIMITED,MCT,Materials
MERCURY NZ LIMITED,MCY,Utilities
MEDLAB CLINICAL LIMITED,MDC,Pharmaceuticals Biotechnology & Life Sciences
MIDDLE ISLAND RESOURCES LIMITED,MDI,Materials
MCGRATH LIMITED,MEA,Real Estate
MORPHIC ETHICAL EQUITIES FUND LIMITED,MEC,Diversified Financials
METEORIC RESOURCES NL,MEI,Materials
MEMPHASYS LIMITED.,MEM,Pharmaceuticals Biotechnology & Life Sciences
MINOTAUR EXPLORATION LTD,MEP,Materials
MARENICA ENERGY LTD,MEY,Energy
MERIDIAN ENERGY LIMITED,MEZ,Utilities
MAYFIELD CHILDCARE LIMITED,MFD,Consumer Services
MFF CAPITAL INVESTMENTS LIMITED,MFF,Not Applic
MAGELLAN FINANCIAL GROUP LIMITED,MFG,Diversified Financials
MAGELLAN GLOBAL TRUST,MGG,Not Applic
MIRVAC GROUP,MGR,Real Estate
MAGNETITE MINES LIMITED.,MGT,Materials
MUSGRAVE MINERALS LIMITED,MGV,Materials
MOUNT GIBSON IRON LIMITED,MGX,Materials
MANHATTAN CORPORATION LIMITED,MHC,Energy
MAGELLAN HIGH CONVICTION TRUST,MHH,Not Applic
MICHAEL HILL INTERNATIONAL LIMITED,MHJ,Retailing
MINERAL RESOURCES LIMITED,MIN,Materials
MACARTHUR MINERALS LIMITED,MIO,Materials
MIRRABOOKA INVESTMENTS LIMITED,MIR,Not Applic
MAKO GOLD LIMITED,MKG,Materials
MACA LIMITED,MLD,Materials
MALI LITHIUM LIMITED,MLL,Materials
MILTON CORPORATION LIMITED,MLT,Not Applic
METALS X LIMITED,MLX,Materials
MONEYME LIMITED,MME,Diversified Financials
METRO MINING LIMITED,MMI,Materials
MEDUSA MINING LIMITED,MML,Materials
MARLEY SPOON AG,MMM,Consumer Services
MCMILLAN SHAKESPEARE LIMITED,MMS,Commercial & Professional Services
MONADELPHOUS GROUP LIMITED,MND,Capital Goods
MNF GROUP LIMITED,MNF,Telecommunication Services
MAGNIS ENERGY TECHNOLOGIES LTD,MNS,Materials
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials
MOBILICOM LIMITED,MOB,Technology Hardware & Equipment
MORTGAGE CHOICE LIMITED,MOC,Banks
MOELIS AUSTRALIA LIMITED,MOE,Diversified Financials
MCP INCOME OPPORTUNITIES TRUST,MOT,Not Applic
MOSAIC BRANDS LIMITED,MOZ,Retailing
MEGAPORT LIMITED,MP1,Software & Services
MEDIBANK PRIVATE LIMITED,MPL,Insurance
METRO PERFORMANCE GLASS LIMITED,MPP,Capital Goods
MPOWER GROUP LIMITED,MPR,Diversified Financials
MACQUARIE GROUP LIMITED,MQG,Diversified Financials
MARQUEE RESOURCES LIMITED,MQR,Materials
MURRAY RIVER ORGANICS GROUP LIMITED,MRG,Food Beverage & Tobacco
MRG METALS LIMITED,MRQ,Materials
MINREX RESOURCES LIMITED,MRR,Materials
MESOBLAST LIMITED,MSB,Pharmaceuticals Biotechnology & Life Sciences
METALSEARCH LIMITED,MSE,Materials
MCS SERVICES LIMITED,MSG,Commercial & Professional Services
MULTISTACK INTERNATIONAL LIMITED,MSI,Capital Goods
MSM CORPORATION INTERNATIONAL LTD,MSM,Media & Entertainment
MANAS RESOURCES LIMITED,MSR,Materials
MITCHELL SERVICES LIMITED,MSV,Materials
MOUNT BURGESS MINING NL,MTB,Materials
METALSTECH LIMITED,MTC,Materials
MITHRIL RESOURCES LIMITED,MTH,Materials
MOTORCYCLE HOLDINGS LIMITED,MTO,Retailing
METCASH LIMITED,MTS,Food & Staples Retailing
MONASH IVF GROUP LIMITED,MVF,Health Care Equipment & Services
MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,MVP,Pharmaceuticals Biotechnology & Life Sciences
MGM WIRELESS LIMITED,MWR,Media & Entertainment
MIDWAY LIMITED,MWY,Materials
MICRO-X LIMITED,MX1,Health Care Equipment & Services
MGC PHARMACEUTICALS LTD,MXC,Pharmaceuticals Biotechnology & Life Sciences
MAXITRANS INDUSTRIES LIMITED,MXI,Capital Goods
MAXIMUS RESOURCES LIMITED,MXR,Materials
MYDEAL.COM.AU LIMITED,MYD,Retailing
MASTERMYNE GROUP LIMITED,MYE,Materials
MYANMAR METALS LIMITED,MYL,Materials
MYFIZIQ LIMITED,MYQ,Software & Services
MYER HOLDINGS LIMITED,MYR,Retailing
MYSTATE LIMITED,MYS,Banks
MAYNE PHARMA GROUP LIMITED,MYX,Pharmaceuticals Biotechnology & Life Sciences
MATADOR MINING LIMITED,MZZ,Materials
N1 HOLDINGS LIMITED,N1H,Banks
NATIONAL AUSTRALIA BANK LIMITED,NAB,Banks
NAOS EX-50 OPPORTUNITIES COMPANY LIMITED,NAC,Not Applic
NEW AGE EXPLORATION LIMITED,NAE,Energy
NAMOI COTTON LIMITED,NAM,Commercial & Professional Services
NANOSONICS LIMITED,NAN,Health Care Equipment & Services
NB GLOBAL CORPORATE INCOME TRUST,NBI,Not Applic
NANOLLOSE LIMITED,NC6,Pharmaceuticals Biotechnology & Life Sciences
NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,NCC,Not Applic
NICK SCALI LIMITED,NCK,Retailing
NEWCREST MINING LIMITED,NCM,Materials
NUCOAL RESOURCES LIMITED,NCR,Materials
NEW CENTURY RESOURCES LIMITED,NCZ,Materials
NEARMAP LTD,NEA,Software & Services
NINE ENTERTAINMENT CO. HOLDINGS LIMITED,NEC,Media & Entertainment
NELSON RESOURCES LIMITED.,NES,Materials
NETLINKZ LIMITED,NET,Software & Services
NEUREN PHARMACEUTICALS LIMITED,NEU,Pharmaceuticals Biotechnology & Life Sciences
NGE CAPITAL LIMITED,NGE,Not Applic
NAVIGATOR GLOBAL INVESTMENTS LIMITED,NGI,Diversified Financials
NUENERGY GAS LIMITED,NGY,Energy
NEW HOPE CORPORATION LIMITED,NHC,Energy
NIB HOLDINGS LIMITED,NHF,Insurance
NICKEL MINES LIMITED,NIC,Materials
NEX METALS EXPLORATION LIMITED,NME,Materials
NEOMETALS LTD,NMT,Materials
NOVATTI GROUP LIMITED,NOV,Software & Services
NOXOPHARM LIMITED,NOX,Pharmaceuticals Biotechnology & Life Sciences
NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,NSB,Pharmaceuticals Biotechnology & Life Sciences
NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED,NSC,Not Applic
NORTH STAWELL MINERALS LTD,NSM,Class Pend
NATIONAL STORAGE REIT,NSR,Real Estate
NORTHERN STAR RESOURCES LTD,NST,Materials
NSX LIMITED,NSX,Diversified Financials
NATIONAL TYRE & WHEEL LIMITED,NTD,Retailing
NEUROTECH INTERNATIONAL LIMITED,NTI,Health Care Equipment & Services
NTM GOLD LIMITED,NTM,Materials
NITRO SOFTWARE LIMITED,NTO,Software & Services
NORTHERN MINERALS LIMITED,NTU,Materials
NUCHEV LIMITED,NUC,Food Beverage & Tobacco
NUFARM LIMITED,NUF,Materials
NUHEARA LIMITED,NUH,Technology Hardware & Equipment
NOVA MINERALS LIMITED,NVA,Materials
NVOI LTD,NVO,Media & Entertainment
NOVONIX LIMITED,NVX,Technology Hardware & Equipment
NEW WORLD RESOURCES LIMITED,NWC,Materials
NRW HOLDINGS LIMITED,NWH,Capital Goods
NETWEALTH GROUP LIMITED,NWL,Diversified Financials
NORWEST MINERALS LIMITED,NWM,Materials
NEWS CORPORATION..,NWS,Media & Entertainment
NEWS CORPORATION..,NWSLV,Media & Entertainment
NEXUS MINERALS LIMITED,NXM,Materials
NEXT SCIENCE LIMITED,NXS,Health Care Equipment & Services
NEXTDC LIMITED,NXT,Software & Services
NYRADA INC.,NYR,Pharmaceuticals Biotechnology & Life Sciences
NEW ZEALAND KING SALMON INVESTMENTS LIMITED,NZK,Food Beverage & Tobacco
NZME LIMITED,NZM,Media & Entertainment
NEW ZEALAND COASTAL SEAFOODS LIMITED,NZS,Food Beverage & Tobacco
OAKDALE RESOURCES LIMITED,OAR,Materials
ORA GOLD LIMITED,OAU,Materials
OMNI BRIDGEWAY LIMITED,OBL,Diversified Financials
ORA BANDA MINING LTD,OBM,Materials
OBJECTIVE CORPORATION LIMITED,OCL,Software & Services
ORCODA LIMITED,ODA,Software & Services
ODIN METALS LIMITED,ODM,Materials
ORBITAL CORPORATION LIMITED,OEC,Capital Goods
OFX GROUP LIMITED,OFX,Diversified Financials
OCEAN GROWN ABALONE LIMITED,OGA,Food Beverage & Tobacco
OCEANAGOLD CORPORATION,OGC,Materials
OPTISCAN IMAGING LIMITED,OIL,Health Care Equipment & Services
OKAPI RESOURCES LIMITED,OKR,Materials
OKLO RESOURCES LIMITED,OKU,Materials
OPENLEARNING LIMITED,OLL,Software & Services
OM HOLDINGS LIMITED,OMH,Materials
OOH!MEDIA LIMITED,OML,Media & Entertainment
ONEVIEW HEALTHCARE PLC,ONE,Health Care Equipment & Services
1300 SMILES LIMITED,ONT,Health Care Equipment & Services
ORMINEX LTD,ONX,Materials
OPTICOMM LTD,OPC,Telecommunication Services
OPHIR HIGH CONVICTION FUND,OPH,Not Applic
OPYL LIMITED,OPL,Software & Services
OPTHEA LIMITED,OPT,Pharmaceuticals Biotechnology & Life Sciences
OPENPAY GROUP LTD,OPY,Diversified Financials
ORORA LIMITED,ORA,Materials
OROCOBRE LIMITED,ORE,Materials
ORIGIN ENERGY LIMITED,ORG,Energy
ORICA LIMITED,ORI,Materials
ORION MINERALS LTD,ORN,Materials
OIL SEARCH LIMITED,OSH,Energy
OSPREY MEDICAL INC,OSP,Health Care Equipment & Services
OSTEOPORE LIMITED,OSX,Health Care Equipment & Services
OVER THE WIRE HOLDINGS LIMITED,OTW,Software & Services
OVENTUS MEDICAL LIMITED,OVN,Health Care Equipment & Services
OZGROWTH LIMITED,OZG,Not Applic
OZ MINERALS LIMITED,OZL,Materials
PHARMAUST LIMITED,PAA,Pharmaceuticals Biotechnology & Life Sciences
PATRYS LIMITED,PAB,Pharmaceuticals Biotechnology & Life Sciences
PACIFIC CURRENT GROUP LIMITED,PAC,Diversified Financials
PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED,PAF,Not Applic
PLATINUM ASIA INVESTMENTS LIMITED,PAI,Not Applic
PACIFIC AMERICAN HOLDINGS LIMITED,PAK,Materials
PALLA PHARMA LIMITED,PAL,Pharmaceuticals Biotechnology & Life Sciences
PAN ASIA METALS LIMITED,PAM,Materials
PANORAMIC RESOURCES LIMITED,PAN,Materials
PARADIGM BIOPHARMACEUTICALS LIMITED..,PAR,Pharmaceuticals Biotechnology & Life Sciences
POINTSBET HOLDINGS LIMITED,PBH,Consumer Services
PROBIOTEC LIMITED,PBP,Pharmaceuticals Biotechnology & Life Sciences
PERPETUAL CREDIT INCOME TRUST,PCI,Not Applic
PAINCHEK LTD,PCK,Health Care Equipment & Services
PENDAL GROUP LIMITED,PDL,Diversified Financials
PALADIN ENERGY LTD,PDN,Energy
PENGANA PRIVATE EQUITY TRUST,PE1,Not Applic
PERPETUAL RESOURCES LIMITED,PEC,Materials
PEAK RESOURCES LIMITED,PEK,Materials
PENINSULA ENERGY LIMITED,PEN,Energy
PEEL MINING LIMITED,PEX,Materials
PRIME FINANCIAL GROUP LIMITED,PFG,Diversified Financials
PROPEL FUNERAL PARTNERS LIMITED,PFP,Consumer Services
PURE FOODS TASMANIA LIMITED,PFT,Food Beverage & Tobacco
PARAGON CARE LIMITED,PGC,Health Care Equipment & Services
PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,PGF,Not Applic
PARTNERS GROUP GLOBAL INCOME FUND,PGG,Not Applic
PACT GROUP HOLDINGS LTD,PGH,Materials
PANTERRA GOLD LIMITED,PGI,Materials
PROSPA GROUP LIMITED.,PGL,Diversified Financials
PLATINA RESOURCES LIMITED,PGM,Materials
PRIMERO GROUP LIMITED,PGX,Capital Goods
PENGANA INTERNATIONAL EQUITIES LIMITED,PIA,Not Applic
PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,PIC,Not Applic
PROTEOMICS INTERNATIONAL LABORATORIES LTD,PIQ,Pharmaceuticals Biotechnology & Life Sciences
PARKD LTD,PKD,Commercial & Professional Services
PEAKO LIMITED,PKO,Energy
PKS HOLDINGS LIMITED,PKS,Health Care Equipment & Services
PIEDMONT LITHIUM LTD,PLL,Materials
PILBARA MINERALS LIMITED,PLS,Materials
PLENTI GROUP LIMITED,PLT,Diversified Financials
PURE MINERALS LIMITED,PM1,Materials
PENSANA RARE EARTHS PLC,PM8,Materials
PLATINUM CAPITAL LIMITED,PMC,Not Applic
PRO MEDICUS LIMITED,PME,Health Care Equipment & Services
PREMIER INVESTMENTS LIMITED,PMV,Retailing
PACIFICO MINERALS LIMITED,PMY,Materials
PIONEER CREDIT LIMITED,PNC,Diversified Financials
PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,PNI,Diversified Financials
PEPINNINI MINERALS LIMITED,PNN,Materials
PANTORO LIMITED,PNR,Materials
